bas1,h,m,s,star,az,el,delay1,delay2
D/S1W1P15B12,7,17,35.0,#249051,320.460517083,63.931142954,38.229839502,51.999982661
D/E1W1P15B32,7,17,35.0,#249051,320.460517083,63.931142954,86.442887219,51.999982661
D/S1E1P11B13,7,29,35.0,#237752,305.949282192,59.557364524,23.973879361,43.37565487
D/S1W1P15B12,7,29,35.0,#237752,305.949282192,59.557364524,23.973879361,51.999982661
D/E1W1P15B32,7,29,35.0,#237752,305.949282192,59.557364524,43.37565487,51.999982661
D/S1E1P11B13,7,29,37.0,#237752,305.947081499,59.551771297,23.952144208,43.354529617
D/S1W1P15B12,7,29,37.0,#237752,305.947081499,59.551771297,23.952144208,51.999982661
D/E1W1P15B32,7,29,37.0,#237752,305.947081499,59.551771297,43.354529617,51.999982661
D/S1E1P11B13,7,29,43.0,#237752,305.940490863,59.534990689,23.886920566,43.291185903
D/S1W1P15B12,7,29,43.0,#237752,305.940490863,59.534990689,23.886920566,51.999982661
D/E1W1P15B32,7,29,43.0,#237752,305.940490863,59.534990689,43.291185903,51.999982661
D/S1E1P11B13,7,29,44.0,#237752,305.93939409,59.532193784,23.876061424,43.280637945
D/S1W1P15B12,7,29,44.0,#237752,305.93939409,59.532193784,23.876061424,51.999982661
D/E1W1P15B32,7,29,44.0,#237752,305.93939409,59.532193784,43.280637945,51.999982661
D/S1E1P11B13,7,41,35.0,#249051,316.73667405,60.634309383,24.142343648,71.022996513
D/S1W1P15B12,7,41,35.0,#249051,316.73667405,60.634309383,24.142343648,51.999982661
D/E1W1P15B32,7,41,35.0,#249051,316.73667405,60.634309383,71.022996513,51.999982661
D/S1E1P11B13,7,41,40.0,#249051,316.726077567,60.622470346,24.093165277,70.971755735
D/S1W1P15B12,7,41,40.0,#249051,316.726077567,60.622470346,24.093165277,51.999982661
D/E1W1P15B32,7,41,40.0,#249051,316.726077567,60.622470346,70.971755735,51.999982661
D/S1E1P11B13,7,41,41.0,#249051,316.723960034,60.62010226,24.083329463,70.961510689
D/S1W1P15B12,7,41,41.0,#249051,316.723960034,60.62010226,24.083329463,51.999982661
D/E1W1P15B32,7,41,41.0,#249051,316.723960034,60.62010226,70.961510689,51.999982661
D/S1E1P11B13,7,41,42.0,#249051,316.721843087,60.61773408,24.073493595,70.951266302
D/S1W1P15B12,7,41,42.0,#249051,316.721843087,60.61773408,24.073493595,51.999982661
D/E1W1P15B32,7,41,42.0,#249051,316.721843087,60.61773408,70.951266302,51.999982661
D/S1E1P11B13,7,53,24.0,#237752,304.812153078,55.529141942,8.470925332,29.113331699
D/S1W1P15B12,7,53,24.0,#237752,304.812153078,55.529141942,8.470925332,51.999982661
D/E1W1P15B32,7,53,24.0,#237752,304.812153078,55.529141942,29.113331699,51.999982661
D/S1E1P11B13,7,53,25.0,#237752,304.811630639,55.526305662,8.460133239,29.10394705
D/S1W1P15B12,7,53,25.0,#237752,304.811630639,55.526305662,8.460133239,51.999982661
D/E1W1P15B32,7,53,25.0,#237752,304.811630639,55.526305662,29.10394705,51.999982661
D/S1E1P11B13,7,53,27.0,#237752,304.810586788,55.52063305,8.438511405,29.085191247
D/S1W1P15B12,7,53,27.0,#237752,304.810586788,55.52063305,8.438511405,51.999982661
D/E1W1P15B32,7,53,27.0,#237752,304.810586788,55.52063305,29.085191247,51.999982661
D/S1E1P11B13,7,53,28.0,#237752,304.810065377,55.517796718,8.427696772,29.075814647
D/S1W1P15B12,7,53,28.0,#237752,304.810065377,55.517796718,8.427696772,51.999982661
D/E1W1P15B32,7,53,28.0,#237752,304.810065377,55.517796718,29.075814647,51.999982661
D/S1E1P11B13,8,24,19.0,#319568,20.495941309,74.219788281,16.332667788,85.41557857
D/S1W1P12B12,8,24,19.0,#319568,20.495941309,74.219788281,16.332667788,51.999982661
D/E1W1P12B32,8,24,19.0,#319568,20.495941309,74.219788281,85.41557857,51.999982661
D/S1E1P11B13,8,24,20.0,#319568,20.486840174,74.220997592,16.325245606,85.400965507
D/S1W1P12B12,8,24,20.0,#319568,20.486840174,74.220997592,16.325245606,51.999982661
D/E1W1P12B32,8,24,20.0,#319568,20.486840174,74.220997592,85.400965507,51.999982661
D/S1E1P11B13,8,24,20.0,#319568,20.486840174,74.220997592,16.325245606,85.400965507
D/S1W1P12B12,8,24,20.0,#319568,20.486840174,74.220997592,16.325245606,51.999982661
D/E1W1P12B32,8,24,20.0,#319568,20.486840174,74.220997592,85.400965507,51.999982661
D/S1E1P11B13,8,24,22.0,#319568,20.468633099,74.22341467,16.310399621,85.371739417
D/S1W1P12B12,8,24,22.0,#319568,20.468633099,74.22341467,16.310399621,51.999982661
D/E1W1P12B32,8,24,22.0,#319568,20.468633099,74.22341467,85.371739417,51.999982661
D/S1E1P11B13,8,37,2.0,#319693,20.782898077,73.372148095,12.624517217,86.439823863
D/S1W1P12B12,8,37,2.0,#319693,20.782898077,73.372148095,12.624517217,49.999983328
D/E1W1P12B32,8,37,2.0,#319693,20.782898077,73.372148095,86.439823863,49.999983328
D/S1E1P11B13,8,37,3.0,#319693,20.774432582,73.373373615,12.617290679,86.425421949
D/S1W1P12B12,8,37,3.0,#319693,20.774432582,73.373373615,12.617290679,49.999983328
D/E1W1P12B32,8,37,3.0,#319693,20.774432582,73.373373615,86.425421949,49.999983328
D/S1E1P11B13,8,37,4.0,#319693,20.765965636,73.374598658,12.6100636,86.411012112
D/S1W1P12B12,8,37,4.0,#319693,20.765965636,73.374598658,12.6100636,49.999983328
D/E1W1P12B32,8,37,4.0,#319693,20.765965636,73.374598658,86.411012112,49.999983328
D/S1E1P11B13,8,37,5.0,#319693,20.757497246,73.375823223,12.602835986,86.3966102
D/S1W1P12B12,8,37,5.0,#319693,20.757497246,73.375823223,12.602835986,49.999983328
D/E1W1P12B32,8,37,5.0,#319693,20.757497246,73.375823223,86.3966102,49.999983328
D/S1E1P11B13,8,51,59.0,#319568,3.590228681,75.437010245,11.297100065,69.229354956
D/S1W1P12B12,8,51,59.0,#319568,3.590228681,75.437010245,11.297100065,59.999979994
D/E1W1P12B32,8,51,59.0,#319568,3.590228681,75.437010245,69.229354956,59.999979994
D/S1E1P11B13,8,52,2.0,#319568,3.557463311,75.437656244,11.272304211,69.185880652
D/S1W1P12B12,8,52,2.0,#319568,3.557463311,75.437656244,11.272304211,59.999979994
D/E1W1P12B32,8,52,2.0,#319568,3.557463311,75.437656244,69.185880652,59.999979994
D/S1E1P11B13,8,52,42.0,#319568,3.120292587,75.445704003,10.941273652,68.606285627
D/S1W1P12B12,8,52,42.0,#319568,3.120292587,75.445704003,10.941273652,59.999979994
D/E1W1P12B32,8,52,42.0,#319568,3.120292587,75.445704003,68.606285627,59.999979994
D/S1E1P11B13,8,53,22.0,#319568,2.682613911,75.452698373,10.60953717,68.026990251
D/S1W1P12B12,8,53,22.0,#319568,2.682613911,75.452698373,10.60953717,59.999979994
D/E1W1P12B32,8,53,22.0,#319568,2.682613911,75.452698373,68.026990251,59.999979994
D/S1E1P11B13,9,4,13.0,#319693,5.352436416,74.665038698,10.148807285,73.000599831
D/S1W1P12B12,9,4,13.0,#319693,5.352436416,74.665038698,10.148807285,59.999979994
D/E1W1P12B32,9,4,13.0,#319693,5.352436416,74.665038698,73.000599831,59.999979994
D/S1E1P11B13,9,4,14.0,#319693,5.34224368,74.665360632,10.140764663,72.986287063
D/S1W1P12B12,9,4,14.0,#319693,5.34224368,74.665360632,10.140764663,59.999979994
D/E1W1P12B32,9,4,14.0,#319693,5.34224368,74.665360632,72.986287063,59.999979994
D/S1E1P11B13,9,4,15.0,#319693,5.332050466,74.665681954,10.132696056,72.971966173
D/S1W1P12B12,9,4,15.0,#319693,5.332050466,74.665681954,10.132696056,59.999979994
D/E1W1P12B32,9,4,15.0,#319693,5.332050466,74.665681954,72.971966173,59.999979994
D/S1E1P11B13,9,4,19.0,#319693,5.29127276,74.666961122,10.100478673,72.914753042
D/S1W1P12B12,9,4,19.0,#319693,5.29127276,74.666961122,10.100478673,59.999979994
D/E1W1P12B32,9,4,19.0,#319693,5.29127276,74.666961122,72.914753042,59.999979994
D/S1E1P11B13,9,16,2.0,#319568,348.002363392,75.066348455,8.902020152,58.499401274
D/S1W1P12B12,9,16,2.0,#319568,348.002363392,75.066348455,8.902020152,69.99997666
D/E1W1P12B32,9,16,2.0,#319568,348.002363392,75.066348455,58.499401274,69.99997666
D/S1E1P11B13,9,16,3.0,#319568,347.992044439,75.065630048,8.893120736,58.485187758
D/S1W1P12B12,9,16,3.0,#319568,347.992044439,75.065630048,8.893120736,69.99997666
D/E1W1P12B32,9,16,3.0,#319568,347.992044439,75.065630048,58.485187758,69.99997666
D/S1E1P11B13,9,16,4.0,#319568,347.981726608,75.064911033,8.884220914,58.470974489
D/S1W1P12B12,9,16,4.0,#319568,347.981726608,75.064911033,8.884220914,69.99997666
D/E1W1P12B32,9,16,4.0,#319568,347.981726608,75.064911033,58.470974489,69.99997666
D/S1E1P11B13,9,16,11.0,#319568,347.909533337,75.059860895,8.821916758,58.371483012
D/S1W1P12B12,9,16,11.0,#319568,347.909533337,75.059860895,8.821916758,69.99997666
D/E1W1P12B32,9,16,11.0,#319568,347.909533337,75.059860895,58.371483012,69.99997666
D/S1E1P11B13,9,28,3.0,#319693,350.73368957,74.4941598,8.168087836,62.702476159
D/S1W1P12B12,9,28,3.0,#319693,350.73368957,74.4941598,8.168087836,69.99997666
D/E1W1P12B32,9,28,3.0,#319693,350.73368957,74.4941598,62.702476159,69.99997666
D/S1E1P11B13,9,28,4.0,#319693,350.723750771,74.493603238,8.159391346,62.68841965
D/S1W1P12B12,9,28,4.0,#319693,350.723750771,74.493603238,8.159391346,69.99997666
D/E1W1P12B32,9,28,4.0,#319693,350.723750771,74.493603238,62.68841965,69.99997666
D/S1E1P11B13,9,28,5.0,#319693,350.713812789,74.493046086,8.150703953,62.674363378
D/S1W1P12B12,9,28,5.0,#319693,350.713812789,74.493046086,8.150703953,69.99997666
D/E1W1P12B32,9,28,5.0,#319693,350.713812789,74.493046086,62.674363378,69.99997666
D/S1E1P11B13,9,28,6.0,#319693,350.703875614,74.492488342,8.142009327,62.660307326
D/S1W1P12B12,9,28,6.0,#319693,350.703875614,74.492488342,8.142009327,69.99997666
D/E1W1P12B32,9,28,6.0,#319693,350.703875614,74.492488342,62.660307326,69.99997666
D/S1E1P11B13,9,40,49.0,#319568,334.220513472,73.38355468,5.245794642,47.678527946
D/S1W1P12B12,9,40,49.0,#319568,334.220513472,73.38355468,5.245794642,79.999973325
D/E1W1P12B32,9,40,49.0,#319568,334.220513472,73.38355468,47.678527946,79.999973325
D/S1E1P11B13,9,41,11.0,#319568,334.043304219,73.350395811,5.037821141,47.375800095
D/S1W1P12B12,9,41,11.0,#319568,334.043304219,73.350395811,5.037821141,79.999973325
D/E1W1P12B32,9,41,11.0,#319568,334.043304219,73.350395811,47.375800095,79.999973325
D/S1E1P11B13,9,41,42.0,#319568,333.795003135,73.303314367,4.744494375,46.949583915
D/S1W1P12B12,9,41,42.0,#319568,333.795003135,73.303314367,4.744494375,79.999973325
D/E1W1P12B32,9,41,42.0,#319568,333.795003135,73.303314367,46.949583915,79.999973325
D/S1E1P11B13,9,41,44.0,#319568,333.77904008,73.300262564,4.725565313,46.922103956
D/S1W1P12B12,9,41,44.0,#319568,333.77904008,73.300262564,4.725565313,79.999973325
D/E1W1P12B32,9,41,44.0,#319568,333.77904008,73.300262564,46.922103956,79.999973325
D/S1E1P11B13,9,52,54.0,#319693,337.159623341,73.053177649,4.78615539,52.039153305
D/S1W1P12B12,9,52,54.0,#319693,337.159623341,73.053177649,4.78615539,79.999973325
D/E1W1P12B32,9,52,54.0,#319693,337.159623341,73.053177649,52.039153305,79.999973325
D/S1E1P11B13,9,52,55.0,#319693,337.151526155,73.051836493,4.776909436,52.025520063
D/S1W1P12B12,9,52,55.0,#319693,337.151526155,73.051836493,4.776909436,79.999973325
D/E1W1P12B32,9,52,55.0,#319693,337.151526155,73.051836493,52.025520063,79.999973325
D/S1E1P11B13,9,52,56.0,#319693,337.143430464,73.050494885,4.767663138,52.011887151
D/S1W1P12B12,9,52,56.0,#319693,337.143430464,73.050494885,4.767663138,79.999973325
D/E1W1P12B32,9,52,56.0,#319693,337.143430464,73.050494885,52.011887151,79.999973325
D/S1E1P11B13,9,52,57.0,#319693,337.135336272,73.049152828,4.758421877,51.998254578
D/S1W1P12B12,9,52,57.0,#319693,337.135336272,73.049152828,4.758421877,79.999973325
D/E1W1P12B32,9,52,57.0,#319693,337.135336272,73.049152828,51.998254578,79.999973325
D/S1E1P11B13,10,5,48.0,#319568,323.993313918,70.704618015,-1.266458378,35.491357144
D/S1W1P12B12,10,5,48.0,#319568,323.993313918,70.704618015,-1.266458378,87.999970658
D/E1W1P12B32,10,5,48.0,#319568,323.993313918,70.704618015,35.491357144,87.999970658
D/S1E1P11B13,10,5,49.0,#319568,323.987682667,70.702587026,-1.276351651,35.478212846
D/S1W1P12B12,10,5,49.0,#319568,323.987682667,70.702587026,-1.276351651,87.999970658
D/E1W1P12B32,10,5,49.0,#319568,323.987682667,70.702587026,35.478212846,87.999970658
D/S1E1P11B13,10,5,54.0,#319568,323.959548566,70.692427964,-1.325813914,35.412504064
D/S1W1P12B12,10,5,54.0,#319568,323.959548566,70.692427964,-1.325813914,87.999970658
D/E1W1P12B32,10,5,54.0,#319568,323.959548566,70.692427964,35.412504064,87.999970658
D/S1E1P11B13,10,5,55.0,#319568,323.953926177,70.690395329,-1.33570872,35.399362569
D/S1W1P12B12,10,5,55.0,#319568,323.953926177,70.690395329,-1.33570872,87.999970658
D/E1W1P12B32,10,5,55.0,#319568,323.953926177,70.690395329,35.399362569,87.999970658
D/S1E1P45B13,11,6,28.0,#43256,92.24110129,44.190773236,51.67740876,80.386308406
D/S1W1P42B12,11,6,28.0,#43256,92.24110129,44.190773236,51.67740876,29.999989997
D/E1W1P52B32,11,6,28.0,#43256,92.24110129,44.190773236,80.386308406,29.999989997
D/S1E1P45B13,11,6,29.0,#43256,92.243582698,44.194225117,51.676688151,80.370904281
D/S1W1P42B12,11,6,29.0,#43256,92.243582698,44.194225117,51.676688151,29.999989997
D/E1W1P52B32,11,6,29.0,#43256,92.243582698,44.194225117,80.370904281,29.999989997
D/S1E1P45B13,11,6,30.0,#43256,92.246064267,44.197676992,51.675956123,80.355509458
D/S1W1P42B12,11,6,30.0,#43256,92.246064267,44.197676992,51.675956123,29.999989997
D/E1W1P52B32,11,6,30.0,#43256,92.246064267,44.197676992,80.355509458,29.999989997
D/S1E1P45B13,11,6,32.0,#43256,92.251027888,44.204580722,51.674476817,80.324729323
D/S1W1P42B12,11,6,32.0,#43256,92.251027888,44.204580722,51.674476817,29.999989997
D/E1W1P52B32,11,6,32.0,#43256,92.251027888,44.204580722,80.324729323,29.999989997
D/S1E1P45B13,11,20,4.0,#42842,93.013077793,47.89630644,45.504486851,65.862606781
D/S1W1P42B12,11,20,4.0,#42842,93.013077793,47.89630644,45.504486851,29.999989997
D/E1W1P52B32,11,20,4.0,#42842,93.013077793,47.89630644,65.862606781,29.999989997
D/S1E1P45B13,11,20,5.0,#42842,93.015628828,47.899756187,45.502765221,65.846462837
D/S1W1P42B12,11,20,5.0,#42842,93.015628828,47.899756187,45.502765221,29.999989997
D/E1W1P52B32,11,20,5.0,#42842,93.015628828,47.899756187,65.846462837,29.999989997
D/S1E1P45B13,11,20,6.0,#42842,93.018180057,47.903205923,45.501054874,65.830325144
D/S1W1P42B12,11,20,6.0,#42842,93.018180057,47.903205923,45.501054874,29.999989997
D/E1W1P52B32,11,20,6.0,#42842,93.018180057,47.903205923,65.830325144,29.999989997
D/S1E1P45B13,11,20,6.0,#42842,93.018180057,47.903205923,45.501054874,65.830318497
D/S1W1P42B12,11,20,6.0,#42842,93.018180057,47.903205923,45.501054874,29.999989997
D/E1W1P52B32,11,20,6.0,#42842,93.018180057,47.903205923,65.830318497,29.999989997
D/S1E1P45B13,11,32,1.0,#43256,96.265140663,49.471162082,49.285660021,55.665356788
D/S1W1P42B12,11,32,1.0,#43256,96.265140663,49.471162082,49.285660021,29.999989997
D/E1W1P52B32,11,32,1.0,#43256,96.265140663,49.471162082,55.665356788,29.999989997
D/S1E1P45B13,11,32,3.0,#43256,96.270723066,49.478029834,49.280908204,55.631705562
D/S1W1P42B12,11,32,3.0,#43256,96.270723066,49.478029834,49.280908204,29.999989997
D/E1W1P52B32,11,32,3.0,#43256,96.270723066,49.478029834,55.631705562,29.999989997
D/S1E1P45B13,11,32,6.0,#43256,96.279098537,49.48833132,49.273769796,55.581215927
D/S1W1P42B12,11,32,6.0,#43256,96.279098537,49.48833132,49.273769796,29.999989997
D/E1W1P52B32,11,32,6.0,#43256,96.279098537,49.48833132,55.581215927,29.999989997
D/S1E1P45B13,11,32,10.0,#43256,96.290269328,49.50206638,49.264215328,55.513905621
D/S1W1P42B12,11,32,10.0,#43256,96.290269328,49.50206638,49.264215328,29.999989997
D/E1W1P52B32,11,32,10.0,#43256,96.290269328,49.50206638,55.513905621,29.999989997
D/S1E1P45B13,11,44,10.0,#42842,96.936937291,52.872077206,41.928200199,41.618754518
D/S1W1P42B12,11,44,10.0,#42842,96.936937291,52.872077206,41.928200199,29.999989997
D/E1W1P52B32,11,44,10.0,#42842,96.936937291,52.872077206,41.618754518,29.999989997
D/S1E1P45B13,11,44,11.0,#42842,96.939838556,52.875506434,41.924957712,41.601389106
D/S1W1P42B12,11,44,11.0,#42842,96.939838556,52.875506434,41.924957712,29.999989997
D/E1W1P52B32,11,44,11.0,#42842,96.939838556,52.875506434,41.601389106,29.999989997
D/S1E1P45B13,11,44,11.0,#42842,96.939838556,52.875506434,41.924951194,41.601389106
D/S1W1P42B12,11,44,11.0,#42842,96.939838556,52.875506434,41.924951194,29.999989997
D/E1W1P52B32,11,44,11.0,#42842,96.939838556,52.875506434,41.601389106,29.999989997
D/S1E1P45B13,11,44,12.0,#42842,96.942740119,52.878935641,41.921716059,41.58402291
D/S1W1P42B12,11,44,12.0,#42842,96.942740119,52.878935641,41.921716059,29.999989997
D/E1W1P52B32,11,44,12.0,#42842,96.942740119,52.878935641,41.58402291,29.999989997
D/S1E1P45B13,11,55,18.0,#43256,100.443359637,54.24547553,44.9265539,31.356605641
D/S1W1P42B12,11,55,18.0,#43256,100.443359637,54.24547553,44.9265539,29.999989997
D/E1W1P52B32,11,55,18.0,#43256,100.443359637,54.24547553,31.356605641,29.999989997
D/S1E1P45B13,11,55,23.0,#43256,100.459462685,54.262461591,44.907259042,31.266876604
D/S1W1P42B12,11,55,23.0,#43256,100.459462685,54.262461591,44.907259042,29.999989997
D/E1W1P52B32,11,55,23.0,#43256,100.459462685,54.262461591,31.266876604,29.999989997
D/S1E1P45B13,11,55,25.0,#43256,100.465906524,54.269255769,44.899530169,31.23098308
D/S1W1P42B12,11,55,25.0,#43256,100.465906524,54.269255769,44.899530169,29.999989997
D/E1W1P52B32,11,55,25.0,#43256,100.465906524,54.269255769,31.23098308,29.999989997
D/S1E1P45B13,11,55,26.0,#43256,100.469129006,54.272652806,44.895667712,31.213030861
D/S1W1P42B12,11,55,26.0,#43256,100.469129006,54.272652806,44.895667712,29.999989997
D/E1W1P52B32,11,55,26.0,#43256,100.469129006,54.272652806,31.213030861,29.999989997
D/S1S2P11B32,3,35,11.0,#148772,22.723373869,64.19785537,2.084353175,46.830399396
D/S1E1P12B34,3,35,11.0,#148772,22.723373869,64.19785537,2.084353175,88.771100987
D/S1E2P14B35,3,35,11.0,#148772,22.723373869,64.19785537,2.084353175,57.15516315
D/S1W1P13B31,3,35,11.0,#148772,22.723373869,64.19785537,2.084353175,20.238920916
D/S1W2P15B36,3,35,11.0,#148772,22.723373869,64.19785537,2.084353175,79.999956528
D/S2E1P12B24,3,35,11.0,#148772,22.723373869,64.19785537,46.830399396,88.771100987
D/S2E2P14B25,3,35,11.0,#148772,22.723373869,64.19785537,46.830399396,57.15516315
D/S2W1P13B21,3,35,11.0,#148772,22.723373869,64.19785537,46.830399396,20.238920916
D/S2W2P15B26,3,35,11.0,#148772,22.723373869,64.19785537,46.830399396,79.999956528
D/E1E2P24B45,3,35,11.0,#148772,22.723373869,64.19785537,88.771100987,57.15516315
D/E1W1P23B41,3,35,11.0,#148772,22.723373869,64.19785537,88.771100987,20.238920916
D/E1W2P25B46,3,35,11.0,#148772,22.723373869,64.19785537,88.771100987,79.999956528
D/E2W1P43B51,3,35,11.0,#148772,22.723373869,64.19785537,57.15516315,20.238920916
D/E2W2P45B56,3,35,11.0,#148772,22.723373869,64.19785537,57.15516315,79.999956528
D/W1W2P35B16,3,35,11.0,#148772,22.723373869,64.19785537,20.238920916,79.999956528
D/S1S2P11B32,5,22,42.0,#153578,0.981157983,68.328007945,5.697504701,50.309303666
D/S1E1P12B34,5,22,42.0,#153578,0.981157983,68.328007945,5.697504701,62.068720796
D/S1E2P14B35,5,22,42.0,#153578,0.981157983,68.328007945,5.697504701,40.600212019
D/S1W1P13B31,5,22,42.0,#153578,0.981157983,68.328007945,5.697504701,44.893151247
D/S1W2P15B36,5,22,42.0,#153578,0.981157983,68.328007945,5.697504701,88.379951974
D/S2E1P12B24,5,22,42.0,#153578,0.981157983,68.328007945,50.309303666,62.068720796
D/S2E2P14B25,5,22,42.0,#153578,0.981157983,68.328007945,50.309303666,40.600212019
D/S2W1P13B21,5,22,42.0,#153578,0.981157983,68.328007945,50.309303666,44.893151247
D/S2W2P15B26,5,22,42.0,#153578,0.981157983,68.328007945,50.309303666,88.379951974
D/E1E2P24B45,5,22,42.0,#153578,0.981157983,68.328007945,62.068720796,40.600212019
D/E1W1P23B41,5,22,42.0,#153578,0.981157983,68.328007945,62.068720796,44.893151247
D/E1W2P25B46,5,22,42.0,#153578,0.981157983,68.328007945,62.068720796,88.379951974
D/E2W1P43B51,5,22,42.0,#153578,0.981157983,68.328007945,40.600212019,44.893151247
D/E2W2P45B56,5,22,42.0,#153578,0.981157983,68.328007945,40.600212019,88.379951974
D/W1W2P35B16,5,22,42.0,#153578,0.981157983,68.328007945,44.893151247,88.379951974
D/S1S2P11B32,7,20,15.0,#163996,343.10013419,71.886799076,13.312219128,56.083245479
D/S1E1P12B34,7,20,15.0,#163996,343.10013419,71.886799076,13.312219128,35.482215673
D/S1E2P14B35,7,20,15.0,#163996,343.10013419,71.886799076,13.312219128,21.991336549
D/S1W1P13B31,7,20,15.0,#163996,343.10013419,71.886799076,13.312219128,53.684239559
D/S1W2P15B36,7,20,15.0,#163996,343.10013419,71.886799076,13.312219128,88.379951974
D/S2E1P12B24,7,20,15.0,#163996,343.10013419,71.886799076,56.083245479,35.482215673
D/S2E2P14B25,7,20,15.0,#163996,343.10013419,71.886799076,56.083245479,21.991336549
D/S2W1P13B21,7,20,15.0,#163996,343.10013419,71.886799076,56.083245479,53.684239559
D/S2W2P15B26,7,20,15.0,#163996,343.10013419,71.886799076,56.083245479,88.379951974
D/E1E2P24B45,7,20,15.0,#163996,343.10013419,71.886799076,35.482215673,21.991336549
D/E1W1P23B41,7,20,15.0,#163996,343.10013419,71.886799076,35.482215673,53.684239559
D/E1W2P25B46,7,20,15.0,#163996,343.10013419,71.886799076,35.482215673,88.379951974
D/E2W1P43B51,7,20,15.0,#163996,343.10013419,71.886799076,21.991336549,53.684239559
D/E2W2P45B56,7,20,15.0,#163996,343.10013419,71.886799076,21.991336549,88.379951974
